File name: 1064_1.txt, Given class: neg, Original Class: neg

File name: 626_10.txt, Given class: pos, Original Class: pos

File name: 2564_8.txt, Given class: pos, Original Class: pos

File name: 5471_10.txt, Given class: pos, Original Class: pos

File name: 3216_10.txt, Given class: pos, Original Class: pos

File name: 11701_8.txt, Given class: neg, Original Class: pos

File name: 5109_8.txt, Given class: pos, Original Class: pos

File name: 4496_10.txt, Given class: pos, Original Class: pos

File name: 11732_7.txt, Given class: pos, Original Class: pos

File name: 349_10.txt, Given class: neg, Original Class: pos

File name: 12054_9.txt, Given class: pos, Original Class: pos

File name: 6054_10.txt, Given class: pos, Original Class: pos

File name: 6061_10.txt, Given class: neg, Original Class: pos

File name: 3841_7.txt, Given class: pos, Original Class: pos

File name: 7446_10.txt, Given class: neg, Original Class: pos

File name: 2168_10.txt, Given class: pos, Original Class: pos

File name: 11056_7.txt, Given class: pos, Original Class: pos

File name: 7113_7.txt, Given class: neg, Original Class: pos

File name: 4808_7.txt, Given class: pos, Original Class: pos

File name: 7531_10.txt, Given class: neg, Original Class: pos

File name: 5749_8.txt, Given class: neg, Original Class: pos

File name: 10487_7.txt, Given class: pos, Original Class: pos

File name: 10144_8.txt, Given class: pos, Original Class: pos

File name: 8299_8.txt, Given class: pos, Original Class: pos

File name: 215_8.txt, Given class: neg, Original Class: pos

File name: 3399_8.txt, Given class: pos, Original Class: pos

File name: 11574_10.txt, Given class: pos, Original Class: pos

File name: 979_10.txt, Given class: pos, Original Class: pos

File name: 5818_10.txt, Given class: neg, Original Class: pos

File name: 2741_10.txt, Given class: pos, Original Class: pos

File name: 10810_8.txt, Given class: neg, Original Class: pos

File name: 4979_7.txt, Given class: pos, Original Class: pos

File name: 7631_7.txt, Given class: pos, Original Class: pos

File name: 11250_10.txt, Given class: neg, Original Class: pos

File name: 2191_10.txt, Given class: neg, Original Class: pos

File name: 1073_8.txt, Given class: neg, Original Class: pos

File name: 12030_8.txt, Given class: pos, Original Class: pos

File name: 7504_8.txt, Given class: neg, Original Class: pos

File name: 2170_8.txt, Given class: neg, Original Class: pos

File name: 1741_10.txt, Given class: neg, Original Class: pos

File name: 7319_8.txt, Given class: neg, Original Class: pos

File name: 2254_7.txt, Given class: pos, Original Class: pos

File name: 5281_10.txt, Given class: neg, Original Class: pos

File name: 7892_10.txt, Given class: pos, Original Class: pos

File name: 944_8.txt, Given class: pos, Original Class: pos

File name: 9927_7.txt, Given class: neg, Original Class: pos

File name: 1272_8.txt, Given class: pos, Original Class: pos

File name: 3421_7.txt, Given class: pos, Original Class: pos

File name: 9408_7.txt, Given class: pos, Original Class: pos

File name: 6644_10.txt, Given class: pos, Original Class: pos

File name: 12109_10.txt, Given class: pos, Original Class: pos

File name: 5510_9.txt, Given class: neg, Original Class: pos

File name: 2012_9.txt, Given class: neg, Original Class: pos

File name: 11520_7.txt, Given class: pos, Original Class: pos

File name: 3442_10.txt, Given class: pos, Original Class: pos

File name: 11436_9.txt, Given class: pos, Original Class: pos

File name: 8213_10.txt, Given class: neg, Original Class: pos

File name: 7001_10.txt, Given class: pos, Original Class: pos

File name: 10548_10.txt, Given class: neg, Original Class: pos

File name: 8664_10.txt, Given class: pos, Original Class: pos

File name: 628_8.txt, Given class: neg, Original Class: pos

File name: 6258_8.txt, Given class: neg, Original Class: pos

File name: 8427_10.txt, Given class: neg, Original Class: pos

File name: 4869_8.txt, Given class: neg, Original Class: pos

File name: 1088_8.txt, Given class: pos, Original Class: pos

File name: 6972_7.txt, Given class: pos, Original Class: pos

File name: 9463_10.txt, Given class: neg, Original Class: pos

File name: 2378_10.txt, Given class: pos, Original Class: pos

File name: 594_9.txt, Given class: pos, Original Class: pos

File name: 10037_7.txt, Given class: pos, Original Class: pos

File name: 5985_9.txt, Given class: pos, Original Class: pos

File name: 6451_9.txt, Given class: neg, Original Class: pos

File name: 7278_7.txt, Given class: neg, Original Class: pos

File name: 175_8.txt, Given class: neg, Original Class: pos

File name: 958_10.txt, Given class: neg, Original Class: pos

File name: 6591_7.txt, Given class: pos, Original Class: pos

File name: 11411_8.txt, Given class: neg, Original Class: pos

File name: 2082_8.txt, Given class: pos, Original Class: pos

File name: 889_7.txt, Given class: pos, Original Class: pos

File name: 10838_8.txt, Given class: pos, Original Class: pos

File name: 4452_8.txt, Given class: pos, Original Class: pos

File name: 10895_10.txt, Given class: pos, Original Class: pos

File name: 4328_10.txt, Given class: pos, Original Class: pos

File name: 1034_10.txt, Given class: neg, Original Class: pos

File name: 10026_10.txt, Given class: pos, Original Class: pos

File name: 10019_8.txt, Given class: pos, Original Class: pos

File name: 5587_8.txt, Given class: neg, Original Class: pos

File name: 7390_10.txt, Given class: neg, Original Class: pos

File name: 9105_10.txt, Given class: neg, Original Class: pos

File name: 6538_9.txt, Given class: neg, Original Class: pos

File name: 1764_8.txt, Given class: pos, Original Class: pos

File name: 12068_7.txt, Given class: neg, Original Class: pos

File name: 1331_9.txt, Given class: neg, Original Class: pos

File name: 1661_10.txt, Given class: neg, Original Class: pos

File name: 10600_10.txt, Given class: neg, Original Class: pos

File name: 11229_9.txt, Given class: pos, Original Class: pos

File name: 11497_7.txt, Given class: pos, Original Class: pos

File name: 6940_10.txt, Given class: neg, Original Class: pos

File name: 5968_8.txt, Given class: pos, Original Class: pos

File name: 4423_10.txt, Given class: pos, Original Class: pos

File name: 8266_10.txt, Given class: pos, Original Class: pos

File name: 5584_8.txt, Given class: pos, Original Class: pos

File name: 9028_7.txt, Given class: neg, Original Class: pos

File name: 10819_9.txt, Given class: neg, Original Class: pos

File name: 4257_9.txt, Given class: neg, Original Class: pos

File name: 4256_10.txt, Given class: pos, Original Class: pos

File name: 1597_7.txt, Given class: pos, Original Class: pos

File name: 2291_8.txt, Given class: pos, Original Class: pos

File name: 286_10.txt, Given class: neg, Original Class: pos

File name: 9486_10.txt, Given class: pos, Original Class: pos

File name: 12296_9.txt, Given class: neg, Original Class: pos

File name: 8319_10.txt, Given class: neg, Original Class: pos

File name: 4962_7.txt, Given class: neg, Original Class: pos

File name: 6366_9.txt, Given class: neg, Original Class: pos

File name: 10118_8.txt, Given class: pos, Original Class: pos

File name: 9210_10.txt, Given class: pos, Original Class: pos

File name: 11172_10.txt, Given class: pos, Original Class: pos

File name: 7291_9.txt, Given class: neg, Original Class: pos

File name: 2560_7.txt, Given class: neg, Original Class: pos

File name: 11396_10.txt, Given class: pos, Original Class: pos

File name: 10945_8.txt, Given class: neg, Original Class: pos

File name: 12288_7.txt, Given class: pos, Original Class: pos

File name: 815_7.txt, Given class: pos, Original Class: pos

File name: 12070_8.txt, Given class: neg, Original Class: pos

File name: 8059_8.txt, Given class: pos, Original Class: pos

File name: 11628_10.txt, Given class: pos, Original Class: pos

File name: 1729_10.txt, Given class: neg, Original Class: pos

File name: 11879_10.txt, Given class: neg, Original Class: pos

File name: 7833_9.txt, Given class: neg, Original Class: pos

File name: 11952_7.txt, Given class: neg, Original Class: pos

File name: 6178_10.txt, Given class: pos, Original Class: pos

File name: 1184_10.txt, Given class: neg, Original Class: pos

File name: 8834_9.txt, Given class: pos, Original Class: pos

File name: 6863_9.txt, Given class: pos, Original Class: pos

File name: 4105_10.txt, Given class: pos, Original Class: pos

File name: 3517_8.txt, Given class: neg, Original Class: pos

File name: 7047_10.txt, Given class: pos, Original Class: pos

File name: 5926_9.txt, Given class: pos, Original Class: pos

File name: 6581_10.txt, Given class: pos, Original Class: pos

File name: 6185_9.txt, Given class: pos, Original Class: pos

File name: 1040_9.txt, Given class: pos, Original Class: pos

File name: 6053_8.txt, Given class: neg, Original Class: pos

File name: 9469_10.txt, Given class: neg, Original Class: pos

File name: 10972_10.txt, Given class: pos, Original Class: pos

File name: 9345_10.txt, Given class: pos, Original Class: pos

File name: 7858_8.txt, Given class: pos, Original Class: pos

File name: 2591_9.txt, Given class: pos, Original Class: pos

File name: 4267_10.txt, Given class: pos, Original Class: pos

File name: 7119_7.txt, Given class: neg, Original Class: pos

File name: 10995_10.txt, Given class: pos, Original Class: pos

File name: 9475_8.txt, Given class: neg, Original Class: pos

File name: 9546_10.txt, Given class: neg, Original Class: pos

File name: 1059_10.txt, Given class: pos, Original Class: pos

File name: 8762_10.txt, Given class: pos, Original Class: pos

File name: 3435_9.txt, Given class: pos, Original Class: pos

File name: 636_9.txt, Given class: pos, Original Class: pos

File name: 956_10.txt, Given class: pos, Original Class: pos

File name: 9106_10.txt, Given class: neg, Original Class: pos

File name: 1494_10.txt, Given class: pos, Original Class: pos

File name: 6072_10.txt, Given class: pos, Original Class: pos

File name: 4159_10.txt, Given class: pos, Original Class: pos

File name: 3132_8.txt, Given class: pos, Original Class: pos

File name: 9155_10.txt, Given class: pos, Original Class: pos

File name: 4904_7.txt, Given class: pos, Original Class: pos

File name: 2208_10.txt, Given class: pos, Original Class: pos

File name: 7200_8.txt, Given class: neg, Original Class: pos

File name: 5134_9.txt, Given class: neg, Original Class: pos

File name: 9003_10.txt, Given class: neg, Original Class: pos

File name: 2014_7.txt, Given class: neg, Original Class: pos

File name: 10123_10.txt, Given class: pos, Original Class: pos

File name: 9462_10.txt, Given class: pos, Original Class: pos

File name: 7724_7.txt, Given class: neg, Original Class: pos

File name: 765_9.txt, Given class: pos, Original Class: pos

File name: 3128_7.txt, Given class: pos, Original Class: pos

File name: 2758_9.txt, Given class: pos, Original Class: pos

File name: 9129_9.txt, Given class: pos, Original Class: pos

File name: 10630_7.txt, Given class: neg, Original Class: pos

File name: 4851_7.txt, Given class: pos, Original Class: pos

File name: 7326_10.txt, Given class: pos, Original Class: pos

File name: 10989_8.txt, Given class: pos, Original Class: pos

File name: 6440_7.txt, Given class: pos, Original Class: pos

File name: 9035_9.txt, Given class: pos, Original Class: pos

File name: 4049_9.txt, Given class: pos, Original Class: pos

File name: 6057_8.txt, Given class: neg, Original Class: pos

File name: 10231_9.txt, Given class: pos, Original Class: pos

File name: 8333_8.txt, Given class: neg, Original Class: pos

File name: 10310_8.txt, Given class: pos, Original Class: pos

File name: 11344_9.txt, Given class: pos, Original Class: pos

File name: 8750_9.txt, Given class: pos, Original Class: pos

File name: 1742_7.txt, Given class: neg, Original Class: pos

File name: 6155_10.txt, Given class: pos, Original Class: pos

File name: 902_10.txt, Given class: neg, Original Class: pos

File name: 5612_10.txt, Given class: pos, Original Class: pos

File name: 5465_10.txt, Given class: neg, Original Class: pos

File name: 5694_9.txt, Given class: neg, Original Class: pos

File name: 7864_8.txt, Given class: pos, Original Class: pos

File name: 6960_10.txt, Given class: pos, Original Class: pos

File name: 9329_10.txt, Given class: pos, Original Class: pos

File name: 779_8.txt, Given class: pos, Original Class: pos

File name: 8321_10.txt, Given class: neg, Original Class: pos

File name: 1947_8.txt, Given class: neg, Original Class: pos

File name: 11727_8.txt, Given class: pos, Original Class: pos

File name: 9941_9.txt, Given class: pos, Original Class: pos

File name: 8438_8.txt, Given class: neg, Original Class: pos

File name: 11507_10.txt, Given class: pos, Original Class: pos

File name: 3712_10.txt, Given class: pos, Original Class: pos

File name: 12371_10.txt, Given class: pos, Original Class: pos

File name: 4115_8.txt, Given class: pos, Original Class: pos

File name: 396_7.txt, Given class: pos, Original Class: pos

File name: 1902_10.txt, Given class: pos, Original Class: pos

File name: 657_10.txt, Given class: pos, Original Class: pos

File name: 8556_10.txt, Given class: pos, Original Class: pos

File name: 5196_7.txt, Given class: pos, Original Class: pos

File name: 10890_10.txt, Given class: pos, Original Class: pos

File name: 11141_10.txt, Given class: neg, Original Class: pos

File name: 4819_7.txt, Given class: pos, Original Class: pos

File name: 6898_10.txt, Given class: neg, Original Class: pos

File name: 9468_9.txt, Given class: pos, Original Class: pos

File name: 2008_10.txt, Given class: pos, Original Class: pos

File name: 3907_7.txt, Given class: neg, Original Class: pos

File name: 8699_10.txt, Given class: neg, Original Class: pos

File name: 10883_10.txt, Given class: neg, Original Class: pos

File name: 5089_9.txt, Given class: pos, Original Class: pos

File name: 2544_10.txt, Given class: pos, Original Class: pos

File name: 408_7.txt, Given class: pos, Original Class: pos

File name: 7307_10.txt, Given class: neg, Original Class: pos

File name: 12231_7.txt, Given class: neg, Original Class: pos

File name: 8676_10.txt, Given class: neg, Original Class: pos

File name: 3240_9.txt, Given class: pos, Original Class: pos

File name: 2451_10.txt, Given class: pos, Original Class: pos

File name: 11718_7.txt, Given class: pos, Original Class: pos

File name: 11509_10.txt, Given class: pos, Original Class: pos

File name: 5092_9.txt, Given class: pos, Original Class: pos

File name: 2095_9.txt, Given class: pos, Original Class: pos

File name: 11566_8.txt, Given class: pos, Original Class: pos

File name: 6968_10.txt, Given class: neg, Original Class: pos

File name: 3765_7.txt, Given class: neg, Original Class: pos

File name: 248_7.txt, Given class: pos, Original Class: pos

File name: 7154_10.txt, Given class: neg, Original Class: pos

File name: 4467_10.txt, Given class: neg, Original Class: pos

File name: 5745_7.txt, Given class: neg, Original Class: pos

File name: 768_10.txt, Given class: pos, Original Class: pos

File name: 1054_9.txt, Given class: pos, Original Class: pos

File name: 11916_10.txt, Given class: pos, Original Class: pos

File name: 7611_7.txt, Given class: neg, Original Class: pos

File name: 5453_8.txt, Given class: neg, Original Class: pos

File name: 6621_10.txt, Given class: pos, Original Class: pos

File name: 7957_9.txt, Given class: neg, Original Class: pos

File name: 8203_7.txt, Given class: neg, Original Class: pos

File name: 6864_7.txt, Given class: neg, Original Class: pos

File name: 9185_10.txt, Given class: pos, Original Class: pos

File name: 3724_10.txt, Given class: pos, Original Class: pos

File name: 3023_7.txt, Given class: pos, Original Class: pos

File name: 12364_7.txt, Given class: neg, Original Class: pos

File name: 8557_10.txt, Given class: pos, Original Class: pos

File name: 4722_8.txt, Given class: pos, Original Class: pos

File name: 3170_10.txt, Given class: neg, Original Class: pos

File name: 5225_8.txt, Given class: pos, Original Class: pos

File name: 4342_7.txt, Given class: pos, Original Class: pos

File name: 10556_10.txt, Given class: pos, Original Class: pos

File name: 9621_7.txt, Given class: neg, Original Class: pos

File name: 4729_9.txt, Given class: pos, Original Class: pos

File name: 2742_10.txt, Given class: pos, Original Class: pos

File name: 12038_10.txt, Given class: pos, Original Class: pos

File name: 9147_10.txt, Given class: neg, Original Class: pos

File name: 4794_9.txt, Given class: pos, Original Class: pos

File name: 6939_10.txt, Given class: pos, Original Class: pos

File name: 3873_7.txt, Given class: neg, Original Class: pos

File name: 9680_10.txt, Given class: neg, Original Class: pos

File name: 11327_8.txt, Given class: pos, Original Class: pos

File name: 3640_10.txt, Given class: pos, Original Class: pos

File name: 7782_10.txt, Given class: neg, Original Class: pos

File name: 2036_7.txt, Given class: pos, Original Class: pos

File name: 5098_10.txt, Given class: pos, Original Class: pos

File name: 10518_7.txt, Given class: pos, Original Class: pos

File name: 2704_9.txt, Given class: pos, Original Class: pos

File name: 12152_10.txt, Given class: neg, Original Class: pos

File name: 8208_7.txt, Given class: neg, Original Class: pos

File name: 10898_7.txt, Given class: pos, Original Class: pos

File name: 6199_8.txt, Given class: neg, Original Class: pos

File name: 9915_10.txt, Given class: pos, Original Class: pos

File name: 8240_10.txt, Given class: pos, Original Class: pos

File name: 4610_9.txt, Given class: pos, Original Class: pos

File name: 10957_10.txt, Given class: neg, Original Class: pos

File name: 11940_10.txt, Given class: pos, Original Class: pos

File name: 7342_10.txt, Given class: neg, Original Class: pos

File name: 6029_9.txt, Given class: neg, Original Class: pos

File name: 1450_10.txt, Given class: pos, Original Class: pos

File name: 8054_8.txt, Given class: pos, Original Class: pos

File name: 6986_8.txt, Given class: neg, Original Class: pos

File name: 3309_8.txt, Given class: pos, Original Class: pos

File name: 10283_10.txt, Given class: pos, Original Class: pos

File name: 8808_9.txt, Given class: neg, Original Class: pos

File name: 10889_9.txt, Given class: pos, Original Class: pos

File name: 4230_10.txt, Given class: neg, Original Class: pos

File name: 1748_10.txt, Given class: pos, Original Class: pos

File name: 3957_10.txt, Given class: pos, Original Class: pos

File name: 6135_9.txt, Given class: pos, Original Class: pos

File name: 1197_9.txt, Given class: pos, Original Class: pos

File name: 2889_10.txt, Given class: pos, Original Class: pos

File name: 504_8.txt, Given class: neg, Original Class: pos

File name: 3163_8.txt, Given class: neg, Original Class: pos

File name: 9622_9.txt, Given class: pos, Original Class: pos

File name: 10595_10.txt, Given class: pos, Original Class: pos

File name: 9519_8.txt, Given class: pos, Original Class: pos

File name: 4047_10.txt, Given class: pos, Original Class: pos

File name: 2601_10.txt, Given class: neg, Original Class: pos

File name: 7464_10.txt, Given class: neg, Original Class: pos

File name: 2858_9.txt, Given class: pos, Original Class: pos

File name: 6203_10.txt, Given class: neg, Original Class: pos

File name: 9018_7.txt, Given class: neg, Original Class: pos

File name: 9309_8.txt, Given class: pos, Original Class: pos

File name: 4169_8.txt, Given class: pos, Original Class: pos

File name: 4601_9.txt, Given class: neg, Original Class: pos

File name: 11572_8.txt, Given class: pos, Original Class: pos

File name: 2066_10.txt, Given class: neg, Original Class: pos

File name: 10356_7.txt, Given class: neg, Original Class: pos

File name: 11974_7.txt, Given class: neg, Original Class: pos

File name: 910_10.txt, Given class: pos, Original Class: pos

File name: 6605_10.txt, Given class: pos, Original Class: pos

File name: 10308_10.txt, Given class: pos, Original Class: pos

File name: 7138_8.txt, Given class: neg, Original Class: pos

File name: 9943_10.txt, Given class: pos, Original Class: pos

File name: 5944_7.txt, Given class: neg, Original Class: pos

File name: 3402_9.txt, Given class: neg, Original Class: pos

File name: 3090_8.txt, Given class: neg, Original Class: pos

File name: 7925_10.txt, Given class: pos, Original Class: pos

File name: 5828_10.txt, Given class: neg, Original Class: pos

File name: 3335_9.txt, Given class: pos, Original Class: pos

File name: 4418_10.txt, Given class: pos, Original Class: pos

File name: 5789_10.txt, Given class: pos, Original Class: pos

File name: 1419_10.txt, Given class: pos, Original Class: pos

File name: 1448_8.txt, Given class: neg, Original Class: pos

File name: 1666_9.txt, Given class: pos, Original Class: pos

File name: 8466_8.txt, Given class: neg, Original Class: pos

File name: 2941_9.txt, Given class: pos, Original Class: pos

File name: 10674_7.txt, Given class: pos, Original Class: pos

File name: 9412_8.txt, Given class: neg, Original Class: pos

File name: 10611_7.txt, Given class: pos, Original Class: pos

File name: 5595_10.txt, Given class: pos, Original Class: pos

File name: 2396_8.txt, Given class: pos, Original Class: pos

File name: 4777_10.txt, Given class: pos, Original Class: pos

File name: 1826_10.txt, Given class: pos, Original Class: pos

File name: 4110_7.txt, Given class: pos, Original Class: pos

File name: 8093_7.txt, Given class: neg, Original Class: pos

File name: 2183_7.txt, Given class: pos, Original Class: pos

File name: 10998_10.txt, Given class: pos, Original Class: pos

File name: 703_8.txt, Given class: pos, Original Class: pos

File name: 8646_8.txt, Given class: pos, Original Class: pos

File name: 811_10.txt, Given class: neg, Original Class: pos

File name: 6115_10.txt, Given class: pos, Original Class: pos

File name: 5049_9.txt, Given class: pos, Original Class: pos

File name: 1157_9.txt, Given class: neg, Original Class: pos

File name: 5087_8.txt, Given class: pos, Original Class: pos

File name: 1165_7.txt, Given class: pos, Original Class: pos

File name: 4247_8.txt, Given class: neg, Original Class: pos

File name: 5066_10.txt, Given class: pos, Original Class: pos

File name: 7861_8.txt, Given class: pos, Original Class: pos

File name: 730_9.txt, Given class: pos, Original Class: pos

File name: 8238_10.txt, Given class: pos, Original Class: pos

File name: 7442_7.txt, Given class: neg, Original Class: pos

File name: 1578_7.txt, Given class: neg, Original Class: pos

File name: 7101_7.txt, Given class: neg, Original Class: pos

File name: 651_9.txt, Given class: pos, Original Class: pos

File name: 1363_10.txt, Given class: neg, Original Class: pos

File name: 10831_7.txt, Given class: pos, Original Class: pos

File name: 1883_9.txt, Given class: neg, Original Class: pos

File name: 1514_7.txt, Given class: neg, Original Class: pos

File name: 10667_10.txt, Given class: pos, Original Class: pos

File name: 3013_9.txt, Given class: pos, Original Class: pos

File name: 1196_9.txt, Given class: neg, Original Class: pos

File name: 11749_7.txt, Given class: pos, Original Class: pos

File name: 4868_7.txt, Given class: pos, Original Class: pos

File name: 6920_7.txt, Given class: neg, Original Class: pos

File name: 5423_10.txt, Given class: pos, Original Class: pos

File name: 9866_10.txt, Given class: neg, Original Class: pos

File name: 2574_10.txt, Given class: pos, Original Class: pos

File name: 1127_10.txt, Given class: neg, Original Class: pos

File name: 9847_10.txt, Given class: pos, Original Class: pos

File name: 8044_9.txt, Given class: pos, Original Class: pos

File name: 6391_7.txt, Given class: neg, Original Class: pos

File name: 6978_8.txt, Given class: pos, Original Class: pos

File name: 8633_7.txt, Given class: neg, Original Class: pos

File name: 9879_9.txt, Given class: neg, Original Class: pos

File name: 3985_10.txt, Given class: pos, Original Class: pos

File name: 11236_10.txt, Given class: pos, Original Class: pos

File name: 4240_10.txt, Given class: neg, Original Class: pos

File name: 6120_8.txt, Given class: pos, Original Class: pos

File name: 10124_8.txt, Given class: pos, Original Class: pos

File name: 10772_10.txt, Given class: pos, Original Class: pos

File name: 5251_9.txt, Given class: pos, Original Class: pos

File name: 6826_7.txt, Given class: neg, Original Class: pos

File name: 10634_8.txt, Given class: pos, Original Class: pos

File name: 7986_8.txt, Given class: pos, Original Class: pos

File name: 10788_10.txt, Given class: pos, Original Class: pos

File name: 4282_7.txt, Given class: neg, Original Class: pos

File name: 9184_7.txt, Given class: pos, Original Class: pos

File name: 3172_10.txt, Given class: pos, Original Class: pos

File name: 7279_10.txt, Given class: neg, Original Class: pos

File name: 10113_9.txt, Given class: pos, Original Class: pos

File name: 3703_8.txt, Given class: pos, Original Class: pos

File name: 8850_10.txt, Given class: pos, Original Class: pos

File name: 12484_9.txt, Given class: pos, Original Class: pos

File name: 929_10.txt, Given class: pos, Original Class: pos

File name: 2027_8.txt, Given class: neg, Original Class: pos

File name: 9575_8.txt, Given class: neg, Original Class: pos

File name: 7496_8.txt, Given class: neg, Original Class: pos

File name: 11735_8.txt, Given class: pos, Original Class: pos

File name: 5632_10.txt, Given class: pos, Original Class: pos

File name: 11799_10.txt, Given class: neg, Original Class: pos

File name: 4642_10.txt, Given class: pos, Original Class: pos

File name: 12444_10.txt, Given class: neg, Original Class: pos

File name: 11960_7.txt, Given class: pos, Original Class: pos

File name: 7036_10.txt, Given class: pos, Original Class: pos

File name: 5822_10.txt, Given class: pos, Original Class: pos

File name: 8589_8.txt, Given class: neg, Original Class: pos

File name: 8953_7.txt, Given class: neg, Original Class: pos

File name: 8150_10.txt, Given class: pos, Original Class: pos

File name: 5201_8.txt, Given class: neg, Original Class: pos

File name: 6250_9.txt, Given class: pos, Original Class: pos

File name: 6241_10.txt, Given class: pos, Original Class: pos

File name: 4239_10.txt, Given class: neg, Original Class: pos

File name: 961_8.txt, Given class: neg, Original Class: pos

File name: 7596_10.txt, Given class: neg, Original Class: pos

File name: 5742_10.txt, Given class: neg, Original Class: pos

File name: 9948_7.txt, Given class: neg, Original Class: pos

File name: 6582_8.txt, Given class: neg, Original Class: pos

File name: 9656_9.txt, Given class: pos, Original Class: pos

File name: 955_10.txt, Given class: pos, Original Class: pos

File name: 804_8.txt, Given class: pos, Original Class: pos

File name: 10004_9.txt, Given class: pos, Original Class: pos

File name: 7482_10.txt, Given class: neg, Original Class: pos

File name: 5462_8.txt, Given class: neg, Original Class: pos

File name: 3222_10.txt, Given class: neg, Original Class: pos

File name: 2829_10.txt, Given class: neg, Original Class: pos

File name: 8331_10.txt, Given class: neg, Original Class: pos

File name: 11176_10.txt, Given class: neg, Original Class: pos

File name: 6718_10.txt, Given class: neg, Original Class: pos

File name: 10064_10.txt, Given class: pos, Original Class: pos

File name: 8403_7.txt, Given class: pos, Original Class: pos

File name: 6763_8.txt, Given class: neg, Original Class: pos

File name: 9233_8.txt, Given class: neg, Original Class: pos

File name: 853_7.txt, Given class: pos, Original Class: pos

File name: 4828_8.txt, Given class: neg, Original Class: pos

File name: 6376_10.txt, Given class: pos, Original Class: pos

File name: 6622_9.txt, Given class: neg, Original Class: pos

File name: 11067_10.txt, Given class: pos, Original Class: pos

File name: 4514_10.txt, Given class: neg, Original Class: pos

File name: 1251_10.txt, Given class: pos, Original Class: pos

File name: 45_9.txt, Given class: pos, Original Class: pos

File name: 6523_10.txt, Given class: pos, Original Class: pos

File name: 8112_9.txt, Given class: pos, Original Class: pos

File name: 4795_8.txt, Given class: pos, Original Class: pos

File name: 294_8.txt, Given class: neg, Original Class: pos

File name: 3042_10.txt, Given class: pos, Original Class: pos

File name: 10335_7.txt, Given class: pos, Original Class: pos

File name: 3484_10.txt, Given class: pos, Original Class: pos

File name: 9159_9.txt, Given class: pos, Original Class: pos

File name: 5069_8.txt, Given class: neg, Original Class: pos

File name: 3825_10.txt, Given class: neg, Original Class: pos

File name: 1657_9.txt, Given class: pos, Original Class: pos

File name: 6874_7.txt, Given class: pos, Original Class: pos

File name: 8096_7.txt, Given class: pos, Original Class: pos

File name: 2699_9.txt, Given class: pos, Original Class: pos

File name: 4579_8.txt, Given class: neg, Original Class: pos

File name: 7139_10.txt, Given class: neg, Original Class: pos

File name: 1337_10.txt, Given class: neg, Original Class: pos

File name: 4518_10.txt, Given class: pos, Original Class: pos

File name: 42_10.txt, Given class: pos, Original Class: pos

File name: 5211_10.txt, Given class: neg, Original Class: pos

File name: 3588_10.txt, Given class: pos, Original Class: pos

File name: 5177_8.txt, Given class: neg, Original Class: pos

File name: 10746_8.txt, Given class: pos, Original Class: pos

File name: 387_8.txt, Given class: pos, Original Class: pos

File name: 8251_7.txt, Given class: neg, Original Class: pos

File name: 932_9.txt, Given class: pos, Original Class: pos

File name: 8091_7.txt, Given class: pos, Original Class: pos

File name: 4888_8.txt, Given class: pos, Original Class: pos

File name: 496_9.txt, Given class: pos, Original Class: pos

File name: 7085_7.txt, Given class: pos, Original Class: pos

File name: 5529_10.txt, Given class: pos, Original Class: pos

File name: 2723_8.txt, Given class: pos, Original Class: pos

File name: 3100_7.txt, Given class: pos, Original Class: pos

File name: 2319_8.txt, Given class: neg, Original Class: pos

File name: 6272_9.txt, Given class: neg, Original Class: pos

File name: 9676_9.txt, Given class: pos, Original Class: pos

File name: 3890_8.txt, Given class: pos, Original Class: pos

File name: 11826_10.txt, Given class: pos, Original Class: pos

File name: 6175_10.txt, Given class: pos, Original Class: pos

File name: 5746_10.txt, Given class: pos, Original Class: pos

File name: 687_9.txt, Given class: neg, Original Class: pos

File name: 3931_10.txt, Given class: pos, Original Class: pos

File name: 12167_7.txt, Given class: pos, Original Class: pos

File name: 1988_8.txt, Given class: pos, Original Class: pos

File name: 11820_10.txt, Given class: pos, Original Class: pos

File name: 3666_9.txt, Given class: neg, Original Class: pos

File name: 8505_8.txt, Given class: neg, Original Class: pos

File name: 2138_9.txt, Given class: pos, Original Class: pos

File name: 10592_8.txt, Given class: neg, Original Class: pos

File name: 8920_9.txt, Given class: neg, Original Class: pos

File name: 10000_7.txt, Given class: pos, Original Class: pos

