File name: 1135_8.txt, Given class: pos, Original Class: pos

File name: 10326_10.txt, Given class: pos, Original Class: pos

File name: 7551_10.txt, Given class: pos, Original Class: pos

File name: 112_10.txt, Given class: pos, Original Class: pos

File name: 2042_8.txt, Given class: pos, Original Class: pos

File name: 7210_10.txt, Given class: pos, Original Class: pos

File name: 6390_10.txt, Given class: neg, Original Class: pos

File name: 3802_10.txt, Given class: neg, Original Class: pos

File name: 1802_7.txt, Given class: pos, Original Class: pos

File name: 5870_8.txt, Given class: pos, Original Class: pos

File name: 10107_9.txt, Given class: pos, Original Class: pos

File name: 9465_8.txt, Given class: pos, Original Class: pos

File name: 705_10.txt, Given class: pos, Original Class: pos

File name: 2198_9.txt, Given class: pos, Original Class: pos

File name: 9157_10.txt, Given class: neg, Original Class: pos

File name: 5644_9.txt, Given class: pos, Original Class: pos

File name: 4541_9.txt, Given class: pos, Original Class: pos

File name: 4848_10.txt, Given class: neg, Original Class: pos

File name: 1755_10.txt, Given class: pos, Original Class: pos

File name: 3989_8.txt, Given class: neg, Original Class: pos

File name: 5039_7.txt, Given class: pos, Original Class: pos

File name: 11308_10.txt, Given class: pos, Original Class: pos

File name: 3972_9.txt, Given class: neg, Original Class: pos

File name: 6169_8.txt, Given class: pos, Original Class: pos

File name: 545_7.txt, Given class: neg, Original Class: pos

File name: 8161_10.txt, Given class: pos, Original Class: pos

File name: 10708_9.txt, Given class: pos, Original Class: pos

File name: 2380_8.txt, Given class: neg, Original Class: pos

File name: 3680_9.txt, Given class: pos, Original Class: pos

File name: 972_7.txt, Given class: pos, Original Class: pos

File name: 2509_7.txt, Given class: pos, Original Class: pos

File name: 3339_7.txt, Given class: pos, Original Class: pos

File name: 5061_9.txt, Given class: pos, Original Class: pos

File name: 1398_8.txt, Given class: pos, Original Class: pos

File name: 6176_8.txt, Given class: pos, Original Class: pos

File name: 9889_9.txt, Given class: pos, Original Class: pos

File name: 8359_7.txt, Given class: neg, Original Class: pos

File name: 7841_7.txt, Given class: pos, Original Class: pos

File name: 2214_8.txt, Given class: pos, Original Class: pos

File name: 12287_9.txt, Given class: pos, Original Class: pos

File name: 6142_10.txt, Given class: pos, Original Class: pos

File name: 6885_7.txt, Given class: neg, Original Class: pos

File name: 10602_8.txt, Given class: neg, Original Class: pos

File name: 4132_7.txt, Given class: pos, Original Class: pos

File name: 2641_8.txt, Given class: neg, Original Class: pos

File name: 3813_10.txt, Given class: pos, Original Class: pos

File name: 5360_10.txt, Given class: pos, Original Class: pos

File name: 8462_7.txt, Given class: pos, Original Class: pos

File name: 2067_9.txt, Given class: pos, Original Class: pos

File name: 7874_8.txt, Given class: pos, Original Class: pos

File name: 43_10.txt, Given class: pos, Original Class: pos

File name: 11435_9.txt, Given class: pos, Original Class: pos

File name: 682_9.txt, Given class: pos, Original Class: pos

File name: 10250_10.txt, Given class: pos, Original Class: pos

File name: 4401_10.txt, Given class: pos, Original Class: pos

File name: 1065_9.txt, Given class: pos, Original Class: pos

File name: 12076_10.txt, Given class: pos, Original Class: pos

File name: 7583_9.txt, Given class: pos, Original Class: pos

File name: 2886_7.txt, Given class: pos, Original Class: pos

File name: 6787_10.txt, Given class: pos, Original Class: pos

File name: 8857_10.txt, Given class: neg, Original Class: pos

File name: 4750_8.txt, Given class: pos, Original Class: pos

File name: 6837_7.txt, Given class: neg, Original Class: pos

File name: 9276_8.txt, Given class: pos, Original Class: pos

File name: 12085_10.txt, Given class: pos, Original Class: pos

File name: 848_9.txt, Given class: pos, Original Class: pos

File name: 7487_9.txt, Given class: pos, Original Class: pos

File name: 5294_10.txt, Given class: pos, Original Class: pos

File name: 3325_10.txt, Given class: neg, Original Class: pos

File name: 3051_10.txt, Given class: pos, Original Class: pos

File name: 1168_10.txt, Given class: pos, Original Class: pos

File name: 7016_10.txt, Given class: pos, Original Class: pos

File name: 9171_7.txt, Given class: pos, Original Class: pos

File name: 6101_10.txt, Given class: pos, Original Class: pos

File name: 9336_7.txt, Given class: pos, Original Class: pos

File name: 12026_9.txt, Given class: pos, Original Class: pos

File name: 9081_8.txt, Given class: pos, Original Class: pos

File name: 5426_10.txt, Given class: pos, Original Class: pos

File name: 4634_10.txt, Given class: pos, Original Class: pos

File name: 2237_7.txt, Given class: neg, Original Class: pos

File name: 9997_10.txt, Given class: pos, Original Class: pos

File name: 2916_7.txt, Given class: neg, Original Class: pos

File name: 2787_10.txt, Given class: pos, Original Class: pos

File name: 3836_10.txt, Given class: pos, Original Class: pos

File name: 9551_7.txt, Given class: pos, Original Class: pos

File name: 10824_7.txt, Given class: pos, Original Class: pos

File name: 5941_8.txt, Given class: pos, Original Class: pos

File name: 2257_10.txt, Given class: pos, Original Class: pos

File name: 5630_8.txt, Given class: neg, Original Class: pos

File name: 227_10.txt, Given class: pos, Original Class: pos

File name: 7044_10.txt, Given class: neg, Original Class: pos

File name: 8170_10.txt, Given class: pos, Original Class: pos

File name: 1338_7.txt, Given class: neg, Original Class: pos

File name: 9402_8.txt, Given class: pos, Original Class: pos

File name: 2749_8.txt, Given class: pos, Original Class: pos

File name: 2416_7.txt, Given class: pos, Original Class: pos

File name: 443_8.txt, Given class: pos, Original Class: pos

File name: 577_8.txt, Given class: pos, Original Class: pos

File name: 1418_10.txt, Given class: pos, Original Class: pos

File name: 4324_10.txt, Given class: pos, Original Class: pos

File name: 11406_8.txt, Given class: neg, Original Class: pos

File name: 11910_10.txt, Given class: neg, Original Class: pos

File name: 77_10.txt, Given class: pos, Original Class: pos

File name: 323_10.txt, Given class: pos, Original Class: pos

File name: 1775_10.txt, Given class: pos, Original Class: pos

File name: 1289_8.txt, Given class: pos, Original Class: pos

File name: 8934_9.txt, Given class: pos, Original Class: pos

File name: 6922_8.txt, Given class: pos, Original Class: pos

File name: 389_10.txt, Given class: pos, Original Class: pos

File name: 4395_10.txt, Given class: pos, Original Class: pos

File name: 8801_9.txt, Given class: pos, Original Class: pos

File name: 6931_7.txt, Given class: neg, Original Class: pos

File name: 12154_7.txt, Given class: pos, Original Class: pos

File name: 11383_10.txt, Given class: pos, Original Class: pos

File name: 6336_10.txt, Given class: pos, Original Class: pos

File name: 9031_9.txt, Given class: neg, Original Class: pos

File name: 10363_7.txt, Given class: neg, Original Class: pos

File name: 4220_8.txt, Given class: neg, Original Class: pos

File name: 10206_8.txt, Given class: pos, Original Class: pos

File name: 11547_9.txt, Given class: pos, Original Class: pos

File name: 1622_9.txt, Given class: neg, Original Class: pos

File name: 9091_8.txt, Given class: pos, Original Class: pos

File name: 4670_7.txt, Given class: neg, Original Class: pos

File name: 1305_9.txt, Given class: pos, Original Class: pos

File name: 6096_9.txt, Given class: pos, Original Class: pos

File name: 8689_10.txt, Given class: pos, Original Class: pos

File name: 12066_10.txt, Given class: pos, Original Class: pos

File name: 2151_10.txt, Given class: pos, Original Class: pos

File name: 6535_7.txt, Given class: pos, Original Class: pos

File name: 8672_9.txt, Given class: neg, Original Class: pos

File name: 1056_8.txt, Given class: pos, Original Class: pos

File name: 58_8.txt, Given class: pos, Original Class: pos

File name: 6484_10.txt, Given class: neg, Original Class: pos

File name: 2355_7.txt, Given class: pos, Original Class: pos

File name: 3874_7.txt, Given class: neg, Original Class: pos

File name: 10750_7.txt, Given class: pos, Original Class: pos

File name: 4104_10.txt, Given class: neg, Original Class: pos

File name: 6374_10.txt, Given class: pos, Original Class: pos

File name: 6720_7.txt, Given class: pos, Original Class: pos

File name: 2309_10.txt, Given class: neg, Original Class: pos

File name: 6067_10.txt, Given class: pos, Original Class: pos

File name: 5574_10.txt, Given class: pos, Original Class: pos

File name: 5549_10.txt, Given class: pos, Original Class: pos

File name: 8595_10.txt, Given class: pos, Original Class: pos

File name: 1730_10.txt, Given class: pos, Original Class: pos

File name: 11248_10.txt, Given class: pos, Original Class: pos

File name: 11351_10.txt, Given class: pos, Original Class: pos

File name: 8493_8.txt, Given class: pos, Original Class: pos

File name: 11095_8.txt, Given class: pos, Original Class: pos

File name: 8979_9.txt, Given class: pos, Original Class: pos

File name: 8456_10.txt, Given class: pos, Original Class: pos

File name: 1813_9.txt, Given class: pos, Original Class: pos

File name: 4158_10.txt, Given class: pos, Original Class: pos

File name: 3388_10.txt, Given class: neg, Original Class: pos

File name: 11094_7.txt, Given class: neg, Original Class: pos

File name: 11387_10.txt, Given class: pos, Original Class: pos

File name: 9120_9.txt, Given class: pos, Original Class: pos

File name: 5057_8.txt, Given class: neg, Original Class: pos

File name: 10920_8.txt, Given class: pos, Original Class: pos

File name: 1908_10.txt, Given class: pos, Original Class: pos

File name: 8540_9.txt, Given class: neg, Original Class: pos

File name: 1532_10.txt, Given class: pos, Original Class: pos

File name: 3839_10.txt, Given class: pos, Original Class: pos

File name: 3429_8.txt, Given class: neg, Original Class: pos

File name: 9288_8.txt, Given class: pos, Original Class: pos

File name: 142_8.txt, Given class: pos, Original Class: pos

File name: 11501_8.txt, Given class: pos, Original Class: pos

File name: 10463_10.txt, Given class: pos, Original Class: pos

File name: 2271_10.txt, Given class: pos, Original Class: pos

File name: 10873_8.txt, Given class: neg, Original Class: pos

File name: 1416_7.txt, Given class: pos, Original Class: pos

File name: 9223_8.txt, Given class: pos, Original Class: pos

File name: 11151_9.txt, Given class: pos, Original Class: pos

File name: 10934_8.txt, Given class: pos, Original Class: pos

File name: 11621_8.txt, Given class: pos, Original Class: pos

File name: 10816_10.txt, Given class: pos, Original Class: pos

File name: 4694_10.txt, Given class: pos, Original Class: pos

File name: 10777_9.txt, Given class: pos, Original Class: pos

File name: 10157_8.txt, Given class: pos, Original Class: pos

File name: 11998_8.txt, Given class: pos, Original Class: pos

File name: 11077_10.txt, Given class: pos, Original Class: pos

File name: 6627_7.txt, Given class: pos, Original Class: pos

File name: 12423_9.txt, Given class: pos, Original Class: pos

File name: 4153_8.txt, Given class: pos, Original Class: pos

File name: 11648_10.txt, Given class: neg, Original Class: pos

File name: 2141_7.txt, Given class: pos, Original Class: pos

File name: 9635_8.txt, Given class: neg, Original Class: pos

File name: 694_8.txt, Given class: pos, Original Class: pos

File name: 12228_9.txt, Given class: neg, Original Class: pos

File name: 9963_8.txt, Given class: pos, Original Class: pos

File name: 6790_9.txt, Given class: pos, Original Class: pos

File name: 9836_10.txt, Given class: pos, Original Class: pos

File name: 10832_9.txt, Given class: neg, Original Class: pos

File name: 5455_8.txt, Given class: pos, Original Class: pos

File name: 6145_8.txt, Given class: pos, Original Class: pos

File name: 3080_10.txt, Given class: pos, Original Class: pos

File name: 3502_9.txt, Given class: neg, Original Class: pos

File name: 3541_8.txt, Given class: pos, Original Class: pos

File name: 9572_7.txt, Given class: pos, Original Class: pos

File name: 1117_9.txt, Given class: pos, Original Class: pos

File name: 9839_8.txt, Given class: pos, Original Class: pos

File name: 8406_7.txt, Given class: pos, Original Class: pos

File name: 4679_8.txt, Given class: neg, Original Class: pos

File name: 7950_8.txt, Given class: pos, Original Class: pos

File name: 10696_10.txt, Given class: neg, Original Class: pos

File name: 9695_8.txt, Given class: pos, Original Class: pos

File name: 3767_8.txt, Given class: neg, Original Class: pos

File name: 8051_10.txt, Given class: pos, Original Class: pos

File name: 7415_10.txt, Given class: neg, Original Class: pos

File name: 4474_7.txt, Given class: pos, Original Class: pos

File name: 6343_8.txt, Given class: pos, Original Class: pos

File name: 3355_9.txt, Given class: neg, Original Class: pos

File name: 6215_8.txt, Given class: pos, Original Class: pos

File name: 5768_9.txt, Given class: pos, Original Class: pos

File name: 10021_9.txt, Given class: pos, Original Class: pos

File name: 12320_10.txt, Given class: pos, Original Class: pos

File name: 50_10.txt, Given class: pos, Original Class: pos

File name: 11846_9.txt, Given class: neg, Original Class: pos

File name: 607_10.txt, Given class: pos, Original Class: pos

File name: 9796_10.txt, Given class: pos, Original Class: pos

File name: 497_9.txt, Given class: neg, Original Class: pos

File name: 5004_9.txt, Given class: pos, Original Class: pos

File name: 2629_10.txt, Given class: pos, Original Class: pos

File name: 9033_10.txt, Given class: pos, Original Class: pos

File name: 4308_10.txt, Given class: pos, Original Class: pos

File name: 4155_8.txt, Given class: pos, Original Class: pos

File name: 1427_10.txt, Given class: pos, Original Class: pos

File name: 83_10.txt, Given class: pos, Original Class: pos

File name: 2043_7.txt, Given class: pos, Original Class: pos

File name: 3645_7.txt, Given class: neg, Original Class: pos

File name: 3576_7.txt, Given class: pos, Original Class: pos

File name: 6307_9.txt, Given class: pos, Original Class: pos

File name: 10436_8.txt, Given class: pos, Original Class: pos

File name: 6524_9.txt, Given class: pos, Original Class: pos

File name: 1527_10.txt, Given class: pos, Original Class: pos

File name: 6628_10.txt, Given class: pos, Original Class: pos

File name: 4757_10.txt, Given class: pos, Original Class: pos

File name: 3372_7.txt, Given class: neg, Original Class: pos

File name: 9949_8.txt, Given class: neg, Original Class: pos

File name: 11652_9.txt, Given class: pos, Original Class: pos

File name: 4906_10.txt, Given class: pos, Original Class: pos

File name: 6514_8.txt, Given class: pos, Original Class: pos

File name: 4513_8.txt, Given class: pos, Original Class: pos

File name: 6973_7.txt, Given class: pos, Original Class: pos

File name: 4488_10.txt, Given class: neg, Original Class: pos

File name: 4033_8.txt, Given class: pos, Original Class: pos

File name: 2046_9.txt, Given class: pos, Original Class: pos

File name: 9211_9.txt, Given class: neg, Original Class: pos

File name: 8645_10.txt, Given class: pos, Original Class: pos

File name: 5682_10.txt, Given class: neg, Original Class: pos

File name: 7473_7.txt, Given class: pos, Original Class: pos

File name: 225_10.txt, Given class: neg, Original Class: pos

File name: 9173_10.txt, Given class: neg, Original Class: pos

File name: 7798_10.txt, Given class: pos, Original Class: pos

File name: 5250_10.txt, Given class: pos, Original Class: pos

File name: 9416_9.txt, Given class: pos, Original Class: pos

File name: 11934_8.txt, Given class: pos, Original Class: pos

File name: 10608_10.txt, Given class: neg, Original Class: pos

File name: 7110_7.txt, Given class: neg, Original Class: pos

File name: 8284_9.txt, Given class: pos, Original Class: pos

File name: 12181_10.txt, Given class: pos, Original Class: pos

File name: 7499_9.txt, Given class: pos, Original Class: pos

File name: 6157_9.txt, Given class: pos, Original Class: pos

File name: 5773_10.txt, Given class: pos, Original Class: pos

File name: 12007_8.txt, Given class: pos, Original Class: pos

File name: 10248_9.txt, Given class: neg, Original Class: pos

File name: 6934_10.txt, Given class: neg, Original Class: pos

File name: 2088_9.txt, Given class: pos, Original Class: pos

File name: 3967_9.txt, Given class: neg, Original Class: pos

File name: 5387_8.txt, Given class: neg, Original Class: pos

File name: 11787_10.txt, Given class: neg, Original Class: pos

File name: 4273_10.txt, Given class: pos, Original Class: pos

File name: 7250_8.txt, Given class: pos, Original Class: pos

File name: 2961_10.txt, Given class: pos, Original Class: pos

File name: 9755_7.txt, Given class: pos, Original Class: pos

File name: 2991_8.txt, Given class: neg, Original Class: pos

File name: 9217_9.txt, Given class: pos, Original Class: pos

File name: 11866_10.txt, Given class: neg, Original Class: pos

File name: 12254_7.txt, Given class: pos, Original Class: pos

File name: 5727_7.txt, Given class: pos, Original Class: pos

File name: 3178_10.txt, Given class: pos, Original Class: pos

File name: 11050_8.txt, Given class: pos, Original Class: pos

File name: 9017_7.txt, Given class: pos, Original Class: pos

File name: 816_7.txt, Given class: pos, Original Class: pos

File name: 11413_10.txt, Given class: neg, Original Class: pos

File name: 6048_10.txt, Given class: pos, Original Class: pos

File name: 8100_8.txt, Given class: pos, Original Class: pos

File name: 9589_10.txt, Given class: neg, Original Class: pos

File name: 3004_10.txt, Given class: neg, Original Class: pos

File name: 5772_9.txt, Given class: neg, Original Class: pos

File name: 7267_8.txt, Given class: pos, Original Class: pos

File name: 8787_8.txt, Given class: pos, Original Class: pos

File name: 1734_10.txt, Given class: neg, Original Class: pos

File name: 9800_9.txt, Given class: pos, Original Class: pos

File name: 3963_7.txt, Given class: neg, Original Class: pos

File name: 9825_7.txt, Given class: neg, Original Class: pos

File name: 10878_10.txt, Given class: pos, Original Class: pos

File name: 8937_7.txt, Given class: pos, Original Class: pos

File name: 2085_7.txt, Given class: pos, Original Class: pos

File name: 1462_9.txt, Given class: pos, Original Class: pos

File name: 10205_10.txt, Given class: pos, Original Class: pos

File name: 2577_8.txt, Given class: pos, Original Class: pos

File name: 9464_8.txt, Given class: neg, Original Class: pos

File name: 9478_7.txt, Given class: pos, Original Class: pos

File name: 1660_8.txt, Given class: pos, Original Class: pos

File name: 1442_8.txt, Given class: pos, Original Class: pos

File name: 4737_9.txt, Given class: pos, Original Class: pos

File name: 6293_10.txt, Given class: pos, Original Class: pos

File name: 2537_7.txt, Given class: neg, Original Class: pos

File name: 2561_10.txt, Given class: pos, Original Class: pos

File name: 11845_7.txt, Given class: pos, Original Class: pos

File name: 8811_7.txt, Given class: pos, Original Class: pos

File name: 7351_8.txt, Given class: neg, Original Class: pos

File name: 9483_9.txt, Given class: neg, Original Class: pos

File name: 8612_8.txt, Given class: pos, Original Class: pos

File name: 9886_10.txt, Given class: pos, Original Class: pos

File name: 12356_10.txt, Given class: neg, Original Class: pos

File name: 2185_10.txt, Given class: pos, Original Class: pos

File name: 317_10.txt, Given class: pos, Original Class: pos

File name: 12035_9.txt, Given class: pos, Original Class: pos

File name: 11858_7.txt, Given class: neg, Original Class: pos

File name: 5554_10.txt, Given class: pos, Original Class: pos

File name: 12261_7.txt, Given class: pos, Original Class: pos

File name: 6682_10.txt, Given class: pos, Original Class: pos

File name: 8523_10.txt, Given class: pos, Original Class: pos

File name: 3868_7.txt, Given class: pos, Original Class: pos

File name: 10054_7.txt, Given class: pos, Original Class: pos

File name: 3202_10.txt, Given class: pos, Original Class: pos

File name: 12301_10.txt, Given class: neg, Original Class: pos

File name: 6341_9.txt, Given class: pos, Original Class: pos

File name: 6927_7.txt, Given class: neg, Original Class: pos

File name: 2567_9.txt, Given class: pos, Original Class: pos

File name: 11331_8.txt, Given class: pos, Original Class: pos

File name: 2671_7.txt, Given class: pos, Original Class: pos

File name: 4204_8.txt, Given class: pos, Original Class: pos

File name: 3690_8.txt, Given class: neg, Original Class: pos

File name: 6092_10.txt, Given class: pos, Original Class: pos

File name: 7364_10.txt, Given class: neg, Original Class: pos

File name: 761_10.txt, Given class: pos, Original Class: pos

File name: 4400_10.txt, Given class: pos, Original Class: pos

File name: 10823_9.txt, Given class: pos, Original Class: pos

File name: 7536_9.txt, Given class: pos, Original Class: pos

File name: 12328_7.txt, Given class: pos, Original Class: pos

File name: 1463_9.txt, Given class: pos, Original Class: pos

File name: 6948_9.txt, Given class: pos, Original Class: pos

File name: 1897_10.txt, Given class: pos, Original Class: pos

File name: 9439_9.txt, Given class: neg, Original Class: pos

File name: 6766_8.txt, Given class: pos, Original Class: pos

File name: 1128_10.txt, Given class: pos, Original Class: pos

File name: 7070_10.txt, Given class: pos, Original Class: pos

File name: 8708_10.txt, Given class: neg, Original Class: pos

File name: 2323_8.txt, Given class: pos, Original Class: pos

File name: 9743_10.txt, Given class: pos, Original Class: pos

File name: 9995_8.txt, Given class: pos, Original Class: pos

File name: 2966_10.txt, Given class: pos, Original Class: pos

File name: 12373_10.txt, Given class: pos, Original Class: pos

File name: 6744_7.txt, Given class: pos, Original Class: pos

File name: 8035_10.txt, Given class: pos, Original Class: pos

File name: 11171_10.txt, Given class: pos, Original Class: pos

File name: 5088_7.txt, Given class: pos, Original Class: pos

File name: 1082_9.txt, Given class: pos, Original Class: pos

File name: 12237_10.txt, Given class: neg, Original Class: pos

File name: 4535_10.txt, Given class: pos, Original Class: pos

File name: 9646_10.txt, Given class: neg, Original Class: pos

File name: 6569_9.txt, Given class: neg, Original Class: pos

File name: 9966_10.txt, Given class: pos, Original Class: pos

File name: 2624_10.txt, Given class: neg, Original Class: pos

File name: 9103_10.txt, Given class: neg, Original Class: pos

File name: 3310_8.txt, Given class: pos, Original Class: pos

File name: 6579_7.txt, Given class: neg, Original Class: pos

File name: 9240_8.txt, Given class: pos, Original Class: pos

File name: 3618_10.txt, Given class: pos, Original Class: pos

File name: 12453_10.txt, Given class: neg, Original Class: pos

File name: 6068_10.txt, Given class: pos, Original Class: pos

File name: 1345_9.txt, Given class: pos, Original Class: pos

File name: 9311_10.txt, Given class: pos, Original Class: pos

File name: 5808_10.txt, Given class: pos, Original Class: pos

File name: 4667_7.txt, Given class: neg, Original Class: pos

File name: 7383_10.txt, Given class: pos, Original Class: pos

File name: 7493_10.txt, Given class: pos, Original Class: pos

File name: 3651_10.txt, Given class: pos, Original Class: pos

File name: 1653_10.txt, Given class: pos, Original Class: pos

File name: 3586_10.txt, Given class: pos, Original Class: pos

File name: 809_10.txt, Given class: pos, Original Class: pos

File name: 5298_9.txt, Given class: pos, Original Class: pos

File name: 5022_8.txt, Given class: pos, Original Class: pos

File name: 8560_8.txt, Given class: neg, Original Class: pos

File name: 12494_8.txt, Given class: pos, Original Class: pos

File name: 5287_10.txt, Given class: pos, Original Class: pos

File name: 1643_10.txt, Given class: pos, Original Class: pos

File name: 4673_8.txt, Given class: neg, Original Class: pos

File name: 4900_7.txt, Given class: pos, Original Class: pos

File name: 12482_9.txt, Given class: pos, Original Class: pos

File name: 254_10.txt, Given class: pos, Original Class: pos

File name: 6546_10.txt, Given class: neg, Original Class: pos

File name: 2680_9.txt, Given class: pos, Original Class: pos

File name: 8724_8.txt, Given class: pos, Original Class: pos

File name: 5194_10.txt, Given class: pos, Original Class: pos

File name: 11392_10.txt, Given class: pos, Original Class: pos

File name: 8931_10.txt, Given class: pos, Original Class: pos

File name: 6732_9.txt, Given class: pos, Original Class: pos

File name: 11849_9.txt, Given class: pos, Original Class: pos

File name: 898_9.txt, Given class: neg, Original Class: pos

File name: 11540_10.txt, Given class: neg, Original Class: pos

File name: 8963_7.txt, Given class: pos, Original Class: pos

File name: 10748_8.txt, Given class: pos, Original Class: pos

File name: 12390_7.txt, Given class: pos, Original Class: pos

File name: 10599_8.txt, Given class: neg, Original Class: pos

File name: 5_7.txt, Given class: pos, Original Class: pos

File name: 5018_10.txt, Given class: neg, Original Class: pos

File name: 7670_10.txt, Given class: pos, Original Class: pos

File name: 9524_9.txt, Given class: pos, Original Class: pos

File name: 7552_8.txt, Given class: pos, Original Class: pos

File name: 3964_7.txt, Given class: neg, Original Class: pos

File name: 2910_7.txt, Given class: pos, Original Class: pos

File name: 935_10.txt, Given class: pos, Original Class: pos

File name: 10130_8.txt, Given class: pos, Original Class: pos

File name: 11545_10.txt, Given class: pos, Original Class: pos

File name: 11955_9.txt, Given class: pos, Original Class: pos

File name: 12143_9.txt, Given class: pos, Original Class: pos

File name: 12137_8.txt, Given class: pos, Original Class: pos

File name: 7308_7.txt, Given class: pos, Original Class: pos

File name: 8153_10.txt, Given class: pos, Original Class: pos

File name: 10307_7.txt, Given class: pos, Original Class: pos

File name: 5963_10.txt, Given class: pos, Original Class: pos

File name: 488_8.txt, Given class: pos, Original Class: pos

File name: 1599_7.txt, Given class: neg, Original Class: pos

File name: 1760_9.txt, Given class: pos, Original Class: pos

File name: 10580_10.txt, Given class: pos, Original Class: pos

File name: 6281_7.txt, Given class: pos, Original Class: pos

File name: 11875_8.txt, Given class: pos, Original Class: pos

File name: 4284_9.txt, Given class: pos, Original Class: pos

File name: 12412_7.txt, Given class: pos, Original Class: pos

File name: 6974_7.txt, Given class: pos, Original Class: pos

File name: 7755_10.txt, Given class: pos, Original Class: pos

File name: 6187_10.txt, Given class: pos, Original Class: pos

File name: 6230_7.txt, Given class: pos, Original Class: pos

File name: 11401_10.txt, Given class: pos, Original Class: pos

File name: 11876_10.txt, Given class: pos, Original Class: pos

File name: 3870_10.txt, Given class: pos, Original Class: pos

File name: 793_8.txt, Given class: pos, Original Class: pos

File name: 1681_10.txt, Given class: pos, Original Class: pos

File name: 10933_8.txt, Given class: neg, Original Class: pos

File name: 10692_10.txt, Given class: neg, Original Class: pos

File name: 7659_10.txt, Given class: pos, Original Class: pos

File name: 5005_8.txt, Given class: neg, Original Class: pos

File name: 2462_10.txt, Given class: neg, Original Class: pos

File name: 7439_10.txt, Given class: pos, Original Class: pos

File name: 3924_7.txt, Given class: neg, Original Class: pos

File name: 9342_8.txt, Given class: neg, Original Class: pos

File name: 11375_10.txt, Given class: pos, Original Class: pos

File name: 2282_8.txt, Given class: pos, Original Class: pos

File name: 11262_8.txt, Given class: neg, Original Class: pos

File name: 5450_7.txt, Given class: pos, Original Class: pos

File name: 5588_10.txt, Given class: neg, Original Class: pos

File name: 4698_10.txt, Given class: pos, Original Class: pos

File name: 7463_9.txt, Given class: neg, Original Class: pos

File name: 6701_7.txt, Given class: neg, Original Class: pos

File name: 10882_9.txt, Given class: pos, Original Class: pos

File name: 12242_8.txt, Given class: pos, Original Class: pos

File name: 1391_7.txt, Given class: pos, Original Class: pos

File name: 96_10.txt, Given class: pos, Original Class: pos

File name: 3756_7.txt, Given class: pos, Original Class: pos

File name: 4144_8.txt, Given class: pos, Original Class: pos

File name: 6312_9.txt, Given class: pos, Original Class: pos

File name: 9374_7.txt, Given class: neg, Original Class: pos

File name: 2700_10.txt, Given class: neg, Original Class: pos

File name: 9824_8.txt, Given class: pos, Original Class: pos

File name: 7247_9.txt, Given class: pos, Original Class: pos

File name: 3511_10.txt, Given class: neg, Original Class: pos

File name: 11918_10.txt, Given class: pos, Original Class: pos

File name: 8467_10.txt, Given class: neg, Original Class: pos

File name: 3579_8.txt, Given class: neg, Original Class: pos

File name: 8483_10.txt, Given class: pos, Original Class: pos

File name: 7477_10.txt, Given class: pos, Original Class: pos

File name: 5179_10.txt, Given class: neg, Original Class: pos

File name: 3638_10.txt, Given class: pos, Original Class: pos

File name: 7549_10.txt, Given class: neg, Original Class: pos

File name: 4309_9.txt, Given class: pos, Original Class: pos

File name: 4945_10.txt, Given class: pos, Original Class: pos

File name: 6502_9.txt, Given class: pos, Original Class: pos

File name: 7393_10.txt, Given class: neg, Original Class: pos

File name: 4788_9.txt, Given class: neg, Original Class: pos

File name: 9733_10.txt, Given class: neg, Original Class: pos

File name: 1731_10.txt, Given class: pos, Original Class: pos

File name: 4626_8.txt, Given class: pos, Original Class: pos

File name: 3978_7.txt, Given class: neg, Original Class: pos

File name: 10230_7.txt, Given class: pos, Original Class: pos

File name: 6331_10.txt, Given class: pos, Original Class: pos

File name: 2367_10.txt, Given class: pos, Original Class: pos

File name: 3049_9.txt, Given class: pos, Original Class: pos

File name: 10096_9.txt, Given class: pos, Original Class: pos

File name: 7575_9.txt, Given class: pos, Original Class: pos

File name: 9063_10.txt, Given class: pos, Original Class: pos

File name: 9199_10.txt, Given class: pos, Original Class: pos

File name: 4837_10.txt, Given class: pos, Original Class: pos

File name: 685_8.txt, Given class: neg, Original Class: pos

File name: 2213_8.txt, Given class: pos, Original Class: pos

File name: 11754_10.txt, Given class: pos, Original Class: pos

File name: 9808_10.txt, Given class: pos, Original Class: pos

File name: 5350_10.txt, Given class: pos, Original Class: pos

